id,x,y
09e95c1a84049001d086470a8f320a19b076f955a89122ff8360ac2e4d6eca5d,0.8581207868966867,0.15443963977544786
dc9d155f5bcd3172031e2ec9431786e8871ff4b0ff4728bb62194ca0842cce3e,0.6816702856567295,-0.32936404203120995
16843c9ffb920170477118933798510d8d5f00f5c56c1221773356355bded321,0.949403463258961,0.7894328447671168
ff045934d90aab184dd15e66daf3b3c97193bda5449298784b664681610609a0,0.620482993036475,-0.498047353674595
a0ce528caab2c62497a548d0ebd9e935143ef81ed7dbf074dcd7e0c7dd50ae11,0.40776324025698324,0.9979582722444514
77ed856930ed9c2b5348eca951d152b5655c98af3bb44616674eaaa17846c7c7,0.977783301545174,0.7981242575277336
099927213e8cf60291e8241bc78a1d92da8fbb2826ae30b45cad02dcc2ea19ba,1.088008779693029,0.31819223349921844
d85ce0e92df9ddc051b211f1a5e3d9f223d7efd4c992459acf257316ad43609c,-0.18309702871137087,1.1678791262322554
ccbfe46d5e42b751ffe2a742680e853f50ac12e9399c2ecc0538d68f5c1ed6b2,-0.6854256609663975,1.1781276826880673
3aafa3a1f12f483740a52956af100223333d0e3c79bf2ce341896dd554e72293,0.6780229769655854,-0.35087387170165
c60431fbca90067f105570e1e8a684bcd7048205bbf6c40d71c3d558626f2344,0.6194947954610586,-0.5079474125253275
816368a4e0c49dd285b6b1e1da91a96404e2c31367c3b9acd1000d981da03175,0.4075906336666796,0.9986511358871972
c6075c40397ac50c4f8805c8dff04e545a7a11c7cbb510034528d01b9c31deb7,1.0243550269846484,0.9007067851267785
62d4fde5558bd5849be086862cf289cc1a95b04d299b0f365c6c940f5e8feded,0.5042424788652418,1.2311173558367867
a3d925e824b630c10d7bc6d3f5104656d0e43db7665209c77523cd59d68ac53f,0.657697002930297,-0.548393014235308
50be58ebc786370d5f127dd8a753238a9910c7b20200053d660d97f0aecb9087,1.0643599058408033,0.3519659885339431
2206453fbc92af65e47ce6ee2be27fa90ac427845ea0a539a1ab78df1388e7d2,0.9746943053718746,0.7737822636404484
917bbe7ccaa4b9d9f9053811a8e872bdca3af40665a3410f901b7f2f772be2a3,-0.6890495429649509,1.1725818984207994
7593f07d0dc19ea6aed3ec70c77dd0aaa9a6775aecfde134c343542fabbe37b0,0.44713120147684327,1.0646630371104313
4b03e2427c4d2782f21a03f4336f613709f6c0b51f6b75848397ad68fb9feaf4,0.6246591502876515,-0.48814035025019603
a21da0190e36c0235522c1be3c768adc47708c103cdcad6c6ffd8929ce2a2e7a,0.13423852119052163,-0.2678733334102044
98bb9b4cbb61c987c7cc2ca4ccc77ae9e74e2419cb6059afa588614ceb72e82c,0.9271982002268505,0.3676565974047848
257130d49f63e9f487b9a9098c5da4efc2d2e645071f18fee8317f5302f170f9,-0.6253097267348293,1.3354281749374983
