id,x,y
5c922993d111c6e989e617af5114954ff5e05499ad49e333f7d9f1bfca1cbd1f,-0.12382292134548059,1.328438046541761
81e062f5554447eb5a8ddfdcfe63ce42752b4cb311f1e84644bb35a856465ab9,0.618517911588971,-0.5194981000813805
d3cff839d04d7f7b271e853eded1055aeaea077b7b19655cdfe47979453174d9,-0.6246217644209138,1.3497657246670727
43861b466824ca75bfc79cfae05215c01df51abca048753e6c90197ef930d082,0.5054428957041516,1.2337847593182154
35d2eb487dac159e4467c8c1e1d7c7f03307e7a6b1561279a732c23ac1c86096,0.503056534414087,1.223356610114424
0ecf3ebbfe654b9a4b02e068c80263c7fede693a46899a97f181b85ffc662b5b,-0.13963749807152095,1.2736049737823913
83ff1cad31d150ea6673dd7ce897ec80980871ad59a6d008c6da9afd86010ff6,0.6194292539635406,-0.5153480137759407
df95b7f3ad63d35f1be8c9ef2c2aa74e40f230317eed5efa816563340a7ee53f,0.6182888768851323,-0.5195534935340868
931008de17675b8089f461b1adb94b298b6eaeea98c5235d87ca3863547566b4,-0.6262399185167921,1.3417533239674364
afcf826bfd76e42b891be6546e4cd2d938907cc12d01587e415475c11a952486,-0.14213824013449441,1.2639141378938628
e8e24acdb7a92ab41abe76b1f30152e7354862077b710ec27725342afdbb3daf,0.6196077436636127,-0.5154501635063824
f50a4dc323d45ae8e14355309c9d9986d92041673dfddcfd88a1aa164bd5f7b5,0.617984654059304,-0.5210935091410002
a7c2056462dfa0f4dd32da8ba2b4a7e5bf973cb2c6983218a6ce7cccc9a9b1c3,0.6177402540582423,-0.5221102645464958
c509875573570b7b3048e51c84209612a4f31d36de54d7e950b7ceb74eb8ac82,-0.6279236403520704,1.335142993344058
ce9f9a2e2d0eeeae0666770fd9b53bf6fa7d0edf320302e576e16b3ea963ed37,-0.13373226348826964,1.2998957741588613
13f1a33544e4997487f855d7c2e3bdab7d852bee3879e44eecc3eddb03c4e555,0.48311761072018344,1.1414083725031954
4e9dd903d38e5c21c4ec39b91848bd1ac6ed1490d751e3c08d773b471a3d1898,0.6198322665859037,-0.5065475377276484
ecb1e60332059984242db30d63e229a9c76e65f5956f67321bf3142d48bb1358,0.6192345951926758,-0.515916158725734
45774adda826c1919c8592937ca099fb5d66b54a9c71e6f79976f8f8557791bd,0.501982153436765,1.1311055804851156
2bc3d41394fb0a989525f620920225d14b02d770fb7292714b09ecadb8206387,0.4820613179851763,1.1449986874157894
2e773380e232a56f7ddcf8dadb6f03e1936d65daa37e4fb26505bb6cba584c1a,0.6197683800627348,-0.5067652158513539
9a46225573787d8d61a6f238e8b00274321a2bcd5ab53ca5acc3fecfc7f086ac,0.6220659631206319,-0.49791274446517275
9891c3a2d27d75d35e16fda5a6356ffd864dbd7977a874824a6a290b0a98aaf3,0.6211435953416843,-0.5027107643707525
0a725d01968dd6a5b8686705f76cef4008ede371f20754a1dcaae55b959ea1ad,-0.6271641650188643,1.3391865859480494
80ef4cba5569af62102773c477571f9484972dcfe6f76a1495fe9b65ee28cccf,0.6218407623363434,-0.4992933535493608
e51453d9ac6ead0a68c28fe28c2617558c1b92ae61fc080108f800f80c33e7d7,-0.11778871530626342,1.354698518055967
d9c90620a1b5e6fd85b219dfe8e54a95cf662e601f69cee22a9fb6a4bcee26a6,-0.13673728040060693,1.289640922795152
d53aba9df2f0ef894321e991f65b1fba065f89585949b64da2d72e1649f98433,-0.12345262012068563,1.3308008849211566
eda018074b74be65445ef2fa0b35369c2b101e3f82fc33a0e65563eecee3b638,-0.12025100702885173,1.3435845496363137
404a4794e6c49a99b5375c5d1d2a366d164c0efa4075a5f1cea61224397bd435,0.6215589295285014,-0.5009119272966387
24ce25900461eea18408849a9bbc40f46052b5c6a56bcd093f6024ead4a8c4e1,0.6209162544500321,-0.5023882512874
