id,Unnamed: 0,fl_matriz,de_natureza_juridica,sg_uf,natureza_juridica_macro,de_ramo,setor,idade_empresa_anos,idade_emp_cat,fl_me,fl_sa,fl_epp,fl_mei,fl_ltda,dt_situacao,fl_st_especial,fl_email,fl_telefone,fl_rm,nm_divisao,nm_segmento,fl_spa,fl_antt,fl_veiculo,vl_total_tancagem,vl_total_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,fl_optante_simples,qt_art,vl_total_veiculos_pesados_grupo,vl_total_veiculos_leves_grupo,vl_total_tancagem_grupo,vl_total_veiculos_antt_grupo,vl_potenc_cons_oleo_gas,fl_optante_simei,sg_uf_matriz,de_saude_tributaria,de_saude_rescencia,nu_meses_rescencia,de_nivel_atividade,de_indicador_telefone,fl_simples_irregular,vl_frota,empsetorcensitariofaixarendapopulacao,nm_meso_regiao,nm_micro_regiao,fl_passivel_iss,qt_socios,qt_socios_pf,qt_socios_pj,idade_media_socios,idade_maxima_socios,idade_minima_socios,qt_socios_st_regular,qt_socios_st_suspensa,qt_socios_masculino,qt_socios_feminino,qt_socios_pep,qt_alteracao_socio_total,qt_alteracao_socio_90d,qt_alteracao_socio_180d,qt_alteracao_socio_365d,qt_socios_pj_ativos,qt_socios_pj_nulos,qt_socios_pj_baixados,qt_socios_pj_suspensos,qt_socios_pj_inaptos,vl_idade_media_socios_pj,vl_idade_maxima_socios_pj,vl_idade_minima_socios_pj,qt_coligados,qt_socios_coligados,qt_coligados_matriz,qt_coligados_ativo,qt_coligados_baixada,qt_coligados_inapta,qt_coligados_suspensa,qt_coligados_nula,idade_media_coligadas,idade_maxima_coligadas,idade_minima_coligadas,coligada_mais_nova_ativa,coligada_mais_antiga_ativa,idade_media_coligadas_ativas,coligada_mais_nova_baixada,coligada_mais_antiga_baixada,idade_media_coligadas_baixadas,qt_coligados_sa,qt_coligados_me,qt_coligados_mei,qt_coligados_ltda,qt_coligados_epp,qt_coligados_norte,qt_coligados_sul,qt_coligados_nordeste,qt_coligados_centro,qt_coligados_sudeste,qt_coligados_exterior,qt_ufs_coligados,qt_regioes_coligados,qt_ramos_coligados,qt_coligados_industria,qt_coligados_agropecuaria,qt_coligados_comercio,qt_coligados_serviço,qt_coligados_ccivil,qt_funcionarios_coligados,qt_funcionarios_coligados_gp,media_funcionarios_coligados_gp,max_funcionarios_coligados_gp,min_funcionarios_coligados_gp,vl_folha_coligados,media_vl_folha_coligados,max_vl_folha_coligados,min_vl_folha_coligados,vl_folha_coligados_gp,media_vl_folha_coligados_gp,max_vl_folha_coligados_gp,min_vl_folha_coligados_gp,faturamento_est_coligados,media_faturamento_est_coligados,max_faturamento_est_coligados,min_faturamento_est_coligados,faturamento_est_coligados_gp,media_faturamento_est_coligados_gp,max_faturamento_est_coligados_gp,min_faturamento_est_coligados_gp,total_filiais_coligados,media_filiais_coligados,max_filiais_coligados,min_filiais_coligados,qt_coligados_atividade_alto,qt_coligados_atividade_medio,qt_coligados_atividade_baixo,qt_coligados_atividade_mt_baixo,qt_coligados_atividade_inativo,qt_coligadas,sum_faturamento_estimado_coligadas,de_faixa_faturamento_estimado,de_faixa_faturamento_estimado_grupo,vl_faturamento_estimado_aux,vl_faturamento_estimado_grupo_aux,qt_ex_funcionarios,qt_funcionarios_grupo,percent_func_genero_masc,percent_func_genero_fem,idade_ate_18,idade_de_19_a_23,idade_de_24_a_28,idade_de_29_a_33,idade_de_34_a_38,idade_de_39_a_43,idade_de_44_a_48,idade_de_49_a_53,idade_de_54_a_58,idade_acima_de_58,grau_instrucao_macro_analfabeto,grau_instrucao_macro_escolaridade_fundamental,grau_instrucao_macro_escolaridade_media,grau_instrucao_macro_escolaridade_superior,grau_instrucao_macro_desconhecido,total,meses_ultima_contratacaco,qt_admitidos_12meses,qt_desligados_12meses,qt_desligados,qt_admitidos,media_meses_servicos_all,max_meses_servicos_all,min_meses_servicos_all,media_meses_servicos,max_meses_servicos,min_meses_servicos,qt_funcionarios,qt_funcionarios_12meses,qt_funcionarios_24meses,tx_crescimento_12meses,tx_crescimento_24meses,tx_rotatividade,qt_filiais
fee7f1152d82d36ff547a8f9905b01a016f889c1a3a0ae13b75a42863c6e7f46,450207,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.85753424657535,> 20,False,False,False,False,False,2005-04-08,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,0.0,2.0,False,4.0,2.0,0.0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,,False,,631.67,AGRESTE POTIGUAR,AGRESTE POTIGUAR,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",48837170.0,48837170.0,271.0,253.0,32.02,67.98,,,12.0,37.0,36.0,40.0,47.0,31.0,22.0,28.0,,44.0,188.0,21.0,,253.0,32.36666666666667,0.0,0.0,271.0,524.0,121.09694656488537,5014.966666666666,-3.033333333333333,186.0986824769433,604.9333333333333,56.36666666666667,253.0,253.0,255.0,0.0,-0.7843137254901933,0.0,0
bca2b87f0592c73654f664b6279068ea629cedc9d7c87480f3b036cb2bbd94c6,141155,True,MUNICIPIO,AC,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.750684931506854,> 20,False,False,False,False,False,2005-09-24,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,17.0,11.0,False,15.0,11.0,17.0,,,,False,AC,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,760165.0,890.88,VALE DO ACRE,BRASILEIA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",53576640.0,53576640.0,52.0,338.0,46.15,53.85,,,4.0,21.0,46.0,63.0,59.0,47.0,30.0,68.0,,75.0,131.0,132.0,,338.0,45.4,0.0,0.0,52.0,390.0,343.786458333333,5014.966666666666,15.266666666666667,247.98017751479267,579.2333333333332,45.4,338.0,338.0,339.0,0.0,-0.2949852507374673,0.0,0
2e773380e232a56f7ddcf8dadb6f03e1936d65daa37e4fb26505bb6cba584c1a,411867,True,MUNICIPIO,MA,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.65753424657535,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,False,,,,,False,3.0,0.0,0.0,,,,False,MA,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,,746.21,CENTRO MARANHENSE,ALTO MEARIM E GRAJAU,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",47137140.0,49247140.0,149.0,346.0,37.57,62.43,,,1.0,23.0,73.0,76.0,73.0,42.0,34.0,24.0,,,,346.0,,346.0,51.63333333333333,0.0,0.0,149.0,495.0,201.62928475033772,5014.966666666666,23.3,184.8251445086706,491.66666666666674,51.63333333333333,346.0,346.0,346.0,0.0,0.0,0.0,1
b40a68ca2a2cc6e2ff1cdf90a8ea35ed92e9bcc9cde1f8536c0657af3fa967de,222891,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.87671232876714,> 20,False,False,False,False,False,2005-11-03,False,True,True,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,3.0,3.0,False,8.0,3.0,3.0,,,,False,RN,AZUL,ACIMA DE 1 ANO,48.0,ALTA,,False,244192.0,490.54,AGRESTE POTIGUAR,BORBOREMA POTIGUAR,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",45488628.0,45488628.0,164.0,276.0,44.57,55.43,,1.0,7.0,37.0,39.0,66.0,39.0,27.0,26.0,34.0,,20.0,166.0,90.0,,276.0,23.2,0.0,0.0,165.0,441.0,148.07916666666668,5014.966666666666,-0.06666666666666668,176.1390096618356,557.8666666666667,23.2,276.0,276.0,275.0,0.0,0.36363636363636603,0.0,0
80ef4cba5569af62102773c477571f9484972dcfe6f76a1495fe9b65ee28cccf,146934,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.87671232876714,> 20,False,False,False,False,False,2005-11-03,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,True,True,,,5.0,6.0,False,,6.0,5.0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,328610.0,675.42,AGRESTE POTIGUAR,BORBOREMA POTIGUAR,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",47755332.0,47965332.0,96.0,373.0,39.14,60.86,,2.0,17.0,59.0,66.0,72.0,50.0,50.0,28.0,29.0,2.0,38.0,233.0,100.0,,373.0,29.3,0.0,0.0,96.0,469.0,135.4611940298507,509.16666666666674,7.133333333333334,157.32966934763184,509.16666666666674,29.3,373.0,373.0,373.0,0.0,0.0,0.0,1
c8b5ccb030ad0e27a5cbc0c6130f8240e0eebfc64e6de11b169ac2c2223ce739,105590,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.865753424657534,> 20,False,False,False,False,False,2005-07-09,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,8.0,7.0,False,,7.0,10.0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,137756.0,605.28,OESTE POTIGUAR,SERRA DE SAO MIGUEL,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",41470380.0,42400380.0,129.0,248.0,36.69,63.31,,3.0,20.0,19.0,34.0,42.0,37.0,36.0,30.0,27.0,1.0,64.0,116.0,67.0,,248.0,29.23333333333333,0.0,0.0,129.0,377.0,191.13483642794012,485.9666666666666,2.033333333333333,197.0029569892473,446.33333333333326,29.23333333333333,248.0,248.0,282.0,0.0,-12.056737588652478,0.0,1
bc89aeb8ec758d77ae5b153b8fdbce7217a7d34ce7c7856d95de00560245b047,428631,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.832876712328776,> 20,False,False,False,False,False,2005-01-21,False,True,True,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,8.0,5.0,False,1.0,5.0,8.0,,,,False,RN,AZUL,ACIMA DE 1 ANO,48.0,ALTA,BOA,False,93316.0,,CENTRAL POTIGUAR,SERIDO OCIDENTAL,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",40491576.0,40491576.0,348.0,224.0,44.2,55.8,,2.0,19.0,23.0,44.0,31.0,32.0,30.0,16.0,27.0,1.0,55.0,107.0,61.0,,224.0,24.1,0.0,0.0,348.0,572.0,113.61072261072256,5014.966666666666,-0.03333333333333333,167.68303571428567,505.13333333333327,24.1,224.0,224.0,341.0,0.0,-34.3108504398827,0.0,1
78e2a58317bf8840de7d6289b57983fc2796a72e36ef177fc5de441979ebdbd3,427100,True,MUNICIPIO,AM,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,39.750684931506854,> 20,False,False,False,False,False,2005-04-16,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,2.0,0.0,False,1.0,0.0,2.0,,,,False,AM,AZUL,ACIMA DE 1 ANO,23.0,ALTA,,False,43528.0,935.93,CENTRO AMAZONENSE,ITACOATIARA,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",70886020.0,70886020.0,585.0,456.0,48.03,51.97,,,10.0,28.0,36.0,75.0,105.0,66.0,74.0,62.0,,159.0,213.0,84.0,,456.0,25.16666666666667,0.0,0.0,586.0,1042.0,117.72824696097237,5014.966666666666,-5.066666666666666,209.37960526315769,458.5,26.2,456.0,456.0,672.0,0.0,-32.14285714285714,0.0,0
566ff012a2dace92facb594a0596facbadec7e6daf9983511292029a3757aaaa,281417,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.87671232876714,> 20,False,False,False,False,False,2005-05-07,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,6.0,2.0,False,2.0,2.0,6.0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,213228.0,513.3,AGRESTE POTIGUAR,BORBOREMA POTIGUAR,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",73925460.0,73925460.0,436.0,452.0,40.49,59.51,,,15.0,54.0,72.0,88.0,83.0,63.0,44.0,33.0,,42.0,213.0,197.0,,452.0,25.23333333333333,0.0,0.0,437.0,889.0,154.56073573573585,5014.966666666666,-2.066666666666667,173.9890855457227,514.2666666666668,29.3,452.0,452.0,645.0,0.0,-29.922480620155035,0.0,0
26a3e93535ac6ea7d9dee5cf179e70bbf93e72240683694e08b838d2e140d196,264501,True,MUNICIPIO,RN,OUTROS,"ADMINISTRACAO PUBLICA, DEFESA E SEGURIDADE SOCIAL",SERVIÇO,43.86849315068493,> 20,False,False,False,False,False,2005-08-20,False,False,False,NAO,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,ADMINISTRACAO PUBLICA DEFESA E SEGURIDADE SOCIAL,False,False,True,,,3.0,6.0,False,3.0,6.0,3.0,,,,False,RN,AZUL,ACIMA DE 1 ANO,23.0,ALTA,BOA,False,440643.0,709.44,OESTE POTIGUAR,SERRA DE SAO MIGUEL,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DE R$ 30.000.000,01 A R$ 100.000.000,00","DE R$ 30.000.000,01 A R$ 100.000.000,00",61767684.0,61767684.0,443.0,336.0,38.69,61.31,,2.0,14.0,29.0,61.0,49.0,46.0,57.0,46.0,32.0,1.0,64.0,126.0,145.0,,336.0,23.2,0.0,0.0,443.0,779.0,136.26688061617457,5014.966666666666,-4.1,183.48015873015868,462.5,25.23333333333333,336.0,336.0,400.0,0.0,-16.000000000000004,0.0,3
